year,state,month,trt_month_year,trt_number,trt_region,trt_estacoes
2004,Maranhao,Fevereiro,Fevereiro - 2004,1,Nordeste,Verao
2005,Maranhao,Fevereiro,Fevereiro - 2005,1,Nordeste,Verao
2006,Maranhao,Fevereiro,Fevereiro - 2006,1,Nordeste,Verao
2007,Maranhao,Fevereiro,Fevereiro - 2007,1,Nordeste,Verao
2008,Maranhao,Fevereiro,Fevereiro - 2008,1,Nordeste,Verao
2009,Maranhao,Fevereiro,Fevereiro - 2009,1,Nordeste,Verao
2010,Maranhao,Fevereiro,Fevereiro - 2010,1,Nordeste,Verao
2011,Maranhao,Fevereiro,Fevereiro - 2011,1,Nordeste,Verao
2012,Maranhao,Fevereiro,Fevereiro - 2012,1,Nordeste,Verao
2013,Maranhao,Fevereiro,Fevereiro - 2013,1,Nordeste,Verao
2014,Maranhao,Fevereiro,Fevereiro - 2014,1,Nordeste,Verao
2015,Maranhao,Fevereiro,Fevereiro - 2015,1,Nordeste,Verao
2016,Maranhao,Fevereiro,Fevereiro - 2016,1,Nordeste,Verao
2017,Maranhao,Fevereiro,Fevereiro - 2017,1,Nordeste,Verao
1998,Maranhao,MarÁo,MarÁo - 1998,0,Nordeste,Outono
1999,Maranhao,MarÁo,MarÁo - 1999,1,Nordeste,Outono
2000,Maranhao,MarÁo,MarÁo - 2000,1,Nordeste,Outono
2001,Maranhao,MarÁo,MarÁo - 2001,0,Nordeste,Outono
2002,Maranhao,MarÁo,MarÁo - 2002,1,Nordeste,Outono
2003,Maranhao,MarÁo,MarÁo - 2003,1,Nordeste,Outono
2004,Maranhao,MarÁo,MarÁo - 2004,1,Nordeste,Outono
2005,Maranhao,MarÁo,MarÁo - 2005,1,Nordeste,Outono
2006,Maranhao,MarÁo,MarÁo - 2006,1,Nordeste,Outono
2007,Maranhao,MarÁo,MarÁo - 2007,1,Nordeste,Outono
2008,Maranhao,MarÁo,MarÁo - 2008,1,Nordeste,Outono
2009,Maranhao,MarÁo,MarÁo - 2009,1,Nordeste,Outono
2010,Maranhao,MarÁo,MarÁo - 2010,1,Nordeste,Outono
2011,Maranhao,MarÁo,MarÁo - 2011,1,Nordeste,Outono
2012,Maranhao,MarÁo,MarÁo - 2012,1,Nordeste,Outono
2013,Maranhao,MarÁo,MarÁo - 2013,1,Nordeste,Outono
2014,Maranhao,MarÁo,MarÁo - 2014,1,Nordeste,Outono
2015,Maranhao,MarÁo,MarÁo - 2015,1,Nordeste,Outono
2016,Maranhao,MarÁo,MarÁo - 2016,1,Nordeste,Outono
2017,Maranhao,MarÁo,MarÁo - 2017,1,Nordeste,Outono
1998,Maranhao,Abril,Abril - 1998,0,Nordeste,Outono
1999,Maranhao,Abril,Abril - 1999,1,Nordeste,Outono
2000,Maranhao,Abril,Abril - 2000,1,Nordeste,Outono
2001,Maranhao,Abril,Abril - 2001,1,Nordeste,Outono
2002,Maranhao,Abril,Abril - 2002,1,Nordeste,Outono
2003,Maranhao,Abril,Abril - 2003,1,Nordeste,Outono
2004,Maranhao,Abril,Abril - 2004,1,Nordeste,Outono
2005,Maranhao,Abril,Abril - 2005,1,Nordeste,Outono
2006,Maranhao,Abril,Abril - 2006,1,Nordeste,Outono
2007,Maranhao,Abril,Abril - 2007,1,Nordeste,Outono
2008,Maranhao,Abril,Abril - 2008,1,Nordeste,Outono
2009,Maranhao,Abril,Abril - 2009,1,Nordeste,Outono
2010,Maranhao,Abril,Abril - 2010,1,Nordeste,Outono
2011,Maranhao,Abril,Abril - 2011,1,Nordeste,Outono
2012,Maranhao,Abril,Abril - 2012,1,Nordeste,Outono
2013,Maranhao,Abril,Abril - 2013,1,Nordeste,Outono
2014,Maranhao,Abril,Abril - 2014,1,Nordeste,Outono
2015,Maranhao,Abril,Abril - 2015,1,Nordeste,Outono
2016,Maranhao,Abril,Abril - 2016,1,Nordeste,Outono
2017,Maranhao,Abril,Abril - 2017,1,Nordeste,Outono
1998,Maranhao,Maio,Maio - 1998,0,Nordeste,Outono
1999,Maranhao,Maio,Maio - 1999,1,Nordeste,Outono
2000,Maranhao,Maio,Maio - 2000,1,Nordeste,Outono
2001,Maranhao,Maio,Maio - 2001,1,Nordeste,Outono
2002,Maranhao,Maio,Maio - 2002,1,Nordeste,Outono
2003,Maranhao,Maio,Maio - 2003,1,Nordeste,Outono
2004,Maranhao,Maio,Maio - 2004,1,Nordeste,Outono
2005,Maranhao,Maio,Maio - 2005,1,Nordeste,Outono
2006,Maranhao,Maio,Maio - 2006,1,Nordeste,Outono
2007,Maranhao,Maio,Maio - 2007,1,Nordeste,Outono
2008,Maranhao,Maio,Maio - 2008,1,Nordeste,Outono
2009,Maranhao,Maio,Maio - 2009,1,Nordeste,Outono
2010,Maranhao,Maio,Maio - 2010,1,Nordeste,Outono
2011,Maranhao,Maio,Maio - 2011,1,Nordeste,Outono
2012,Maranhao,Maio,Maio - 2012,1,Nordeste,Outono
2013,Maranhao,Maio,Maio - 2013,1,Nordeste,Outono
2014,Maranhao,Maio,Maio - 2014,1,Nordeste,Outono
2015,Maranhao,Maio,Maio - 2015,1,Nordeste,Outono
2016,Maranhao,Maio,Maio - 2016,1,Nordeste,Outono
2017,Maranhao,Maio,Maio - 2017,1,Nordeste,Outono
1998,Maranhao,Junho,Junho - 1998,1,Nordeste,Outono
1999,Maranhao,Junho,Junho - 1999,1,Nordeste,Outono
2000,Maranhao,Junho,Junho - 2000,1,Nordeste,Outono
2001,Maranhao,Junho,Junho - 2001,1,Nordeste,Outono
2002,Maranhao,Junho,Junho - 2002,1,Nordeste,Outono
2003,Maranhao,Junho,Junho - 2003,1,Nordeste,Outono
2004,Maranhao,Junho,Junho - 2004,1,Nordeste,Outono
2005,Maranhao,Junho,Junho - 2005,1,Nordeste,Outono
2006,Maranhao,Junho,Junho - 2006,1,Nordeste,Outono
2007,Maranhao,Junho,Junho - 2007,1,Nordeste,Outono
2008,Maranhao,Junho,Junho - 2008,1,Nordeste,Outono
2009,Maranhao,Junho,Junho - 2009,1,Nordeste,Outono
2010,Maranhao,Junho,Junho - 2010,1,Nordeste,Outono
2011,Maranhao,Junho,Junho - 2011,1,Nordeste,Outono
2012,Maranhao,Junho,Junho - 2012,1,Nordeste,Outono
2013,Maranhao,Junho,Junho - 2013,1,Nordeste,Outono
2014,Maranhao,Junho,Junho - 2014,1,Nordeste,Outono
2015,Maranhao,Junho,Junho - 2015,1,Nordeste,Outono
2016,Maranhao,Junho,Junho - 2016,1,Nordeste,Outono
2017,Maranhao,Junho,Junho - 2017,1,Nordeste,Outono
1998,Maranhao,Julho,Julho - 1998,1,Nordeste,Inverno
1999,Maranhao,Julho,Julho - 1999,1,Nordeste,Inverno
2000,Maranhao,Julho,Julho - 2000,1,Nordeste,Inverno
2001,Maranhao,Julho,Julho - 2001,1,Nordeste,Inverno
2002,Maranhao,Julho,Julho - 2002,1,Nordeste,Inverno
2003,Maranhao,Julho,Julho - 2003,1,Nordeste,Inverno
2004,Maranhao,Julho,Julho - 2004,1,Nordeste,Inverno
2005,Maranhao,Julho,Julho - 2005,1,Nordeste,Inverno
2006,Maranhao,Julho,Julho - 2006,1,Nordeste,Inverno
2007,Maranhao,Julho,Julho - 2007,1,Nordeste,Inverno
2008,Maranhao,Julho,Julho - 2008,1,Nordeste,Inverno
2009,Maranhao,Julho,Julho - 2009,1,Nordeste,Inverno
2010,Maranhao,Julho,Julho - 2010,1,Nordeste,Inverno
2011,Maranhao,Julho,Julho - 2011,1,Nordeste,Inverno
2012,Maranhao,Julho,Julho - 2012,1,Nordeste,Inverno
2013,Maranhao,Julho,Julho - 2013,1,Nordeste,Inverno
2014,Maranhao,Julho,Julho - 2014,1,Nordeste,Inverno
2015,Maranhao,Julho,Julho - 2015,1,Nordeste,Inverno
2016,Maranhao,Julho,Julho - 2016,1,Nordeste,Inverno
2017,Maranhao,Julho,Julho - 2017,1,Nordeste,Inverno
1998,Maranhao,Agosto,Agosto - 1998,1,Nordeste,Inverno
1999,Maranhao,Agosto,Agosto - 1999,1,Nordeste,Inverno
2000,Maranhao,Agosto,Agosto - 2000,1,Nordeste,Inverno
2001,Maranhao,Agosto,Agosto - 2001,1,Nordeste,Inverno
2002,Maranhao,Agosto,Agosto - 2002,1,Nordeste,Inverno
2003,Maranhao,Agosto,Agosto - 2003,1,Nordeste,Inverno
2004,Maranhao,Agosto,Agosto - 2004,1,Nordeste,Inverno
2005,Maranhao,Agosto,Agosto - 2005,1,Nordeste,Inverno
2006,Maranhao,Agosto,Agosto - 2006,1,Nordeste,Inverno
2007,Maranhao,Agosto,Agosto - 2007,1,Nordeste,Inverno
2008,Maranhao,Agosto,Agosto - 2008,1,Nordeste,Inverno
2009,Maranhao,Agosto,Agosto - 2009,1,Nordeste,Inverno
2010,Maranhao,Agosto,Agosto - 2010,1,Nordeste,Inverno
2011,Maranhao,Agosto,Agosto - 2011,1,Nordeste,Inverno
2012,Maranhao,Agosto,Agosto - 2012,1,Nordeste,Inverno
2013,Maranhao,Agosto,Agosto - 2013,1,Nordeste,Inverno
2014,Maranhao,Agosto,Agosto - 2014,1,Nordeste,Inverno
2015,Maranhao,Agosto,Agosto - 2015,1,Nordeste,Inverno
2016,Maranhao,Agosto,Agosto - 2016,1,Nordeste,Inverno
2017,Maranhao,Agosto,Agosto - 2017,1,Nordeste,Inverno
1998,Maranhao,Setembro,Setembro - 1998,1,Nordeste,Inverno
1999,Maranhao,Setembro,Setembro - 1999,1,Nordeste,Inverno
2000,Maranhao,Setembro,Setembro - 2000,1,Nordeste,Inverno
2001,Maranhao,Setembro,Setembro - 2001,1,Nordeste,Inverno
2002,Maranhao,Setembro,Setembro - 2002,1,Nordeste,Inverno
2003,Maranhao,Setembro,Setembro - 2003,1,Nordeste,Inverno
2004,Maranhao,Setembro,Setembro - 2004,1,Nordeste,Inverno
2005,Maranhao,Setembro,Setembro - 2005,1,Nordeste,Inverno
2006,Maranhao,Setembro,Setembro - 2006,1,Nordeste,Inverno
2007,Maranhao,Setembro,Setembro - 2007,1,Nordeste,Inverno
2008,Maranhao,Setembro,Setembro - 2008,1,Nordeste,Inverno
2009,Maranhao,Setembro,Setembro - 2009,1,Nordeste,Inverno
2010,Maranhao,Setembro,Setembro - 2010,1,Nordeste,Inverno
2011,Maranhao,Setembro,Setembro - 2011,1,Nordeste,Inverno
2012,Maranhao,Setembro,Setembro - 2012,1,Nordeste,Inverno
2013,Maranhao,Setembro,Setembro - 2013,1,Nordeste,Inverno
2014,Maranhao,Setembro,Setembro - 2014,1,Nordeste,Inverno
2015,Maranhao,Setembro,Setembro - 2015,1,Nordeste,Inverno
2016,Maranhao,Setembro,Setembro - 2016,1,Nordeste,Inverno
2017,Maranhao,Setembro,Setembro - 2017,1,Nordeste,Inverno
1998,Maranhao,Outubro,Outubro - 1998,1,Nordeste,Primavera
1999,Maranhao,Outubro,Outubro - 1999,1,Nordeste,Primavera
2000,Maranhao,Outubro,Outubro - 2000,1,Nordeste,Primavera
2001,Maranhao,Outubro,Outubro - 2001,1,Nordeste,Primavera
2002,Maranhao,Outubro,Outubro - 2002,1,Nordeste,Primavera
2003,Maranhao,Outubro,Outubro - 2003,1,Nordeste,Primavera
2004,Maranhao,Outubro,Outubro - 2004,1,Nordeste,Primavera
2005,Maranhao,Outubro,Outubro - 2005,1,Nordeste,Primavera
2006,Maranhao,Outubro,Outubro - 2006,1,Nordeste,Primavera
2007,Maranhao,Outubro,Outubro - 2007,1,Nordeste,Primavera
2008,Maranhao,Outubro,Outubro - 2008,1,Nordeste,Primavera
2009,Maranhao,Outubro,Outubro - 2009,1,Nordeste,Primavera
2010,Maranhao,Outubro,Outubro - 2010,1,Nordeste,Primavera
2011,Maranhao,Outubro,Outubro - 2011,1,Nordeste,Primavera
2012,Maranhao,Outubro,Outubro - 2012,1,Nordeste,Primavera
2013,Maranhao,Outubro,Outubro - 2013,1,Nordeste,Primavera
2014,Maranhao,Outubro,Outubro - 2014,1,Nordeste,Primavera
2015,Maranhao,Outubro,Outubro - 2015,1,Nordeste,Primavera
2016,Maranhao,Outubro,Outubro - 2016,1,Nordeste,Primavera
2017,Maranhao,Outubro,Outubro - 2017,1,Nordeste,Primavera
1998,Maranhao,Novembro,Novembro - 1998,1,Nordeste,Primavera
1999,Maranhao,Novembro,Novembro - 1999,1,Nordeste,Primavera
2000,Maranhao,Novembro,Novembro - 2000,1,Nordeste,Primavera
2001,Maranhao,Novembro,Novembro - 2001,1,Nordeste,Primavera
2002,Maranhao,Novembro,Novembro - 2002,1,Nordeste,Primavera
2003,Maranhao,Novembro,Novembro - 2003,1,Nordeste,Primavera
2004,Maranhao,Novembro,Novembro - 2004,1,Nordeste,Primavera
2005,Maranhao,Novembro,Novembro - 2005,1,Nordeste,Primavera
2006,Maranhao,Novembro,Novembro - 2006,1,Nordeste,Primavera
2007,Maranhao,Novembro,Novembro - 2007,1,Nordeste,Primavera
2008,Maranhao,Novembro,Novembro - 2008,1,Nordeste,Primavera
2009,Maranhao,Novembro,Novembro - 2009,1,Nordeste,Primavera
2010,Maranhao,Novembro,Novembro - 2010,1,Nordeste,Primavera
2011,Maranhao,Novembro,Novembro - 2011,1,Nordeste,Primavera
2012,Maranhao,Novembro,Novembro - 2012,1,Nordeste,Primavera
2013,Maranhao,Novembro,Novembro - 2013,1,Nordeste,Primavera
2014,Maranhao,Novembro,Novembro - 2014,1,Nordeste,Primavera
2015,Maranhao,Novembro,Novembro - 2015,1,Nordeste,Primavera
2016,Maranhao,Novembro,Novembro - 2016,1,Nordeste,Primavera
2017,Maranhao,Novembro,Novembro - 2017,1,Nordeste,Primavera
1998,Maranhao,Dezembro,Dezembro - 1998,1,Nordeste,Primavera
1999,Maranhao,Dezembro,Dezembro - 1999,1,Nordeste,Primavera
2000,Maranhao,Dezembro,Dezembro - 2000,1,Nordeste,Primavera
2001,Maranhao,Dezembro,Dezembro - 2001,1,Nordeste,Primavera
2002,Maranhao,Dezembro,Dezembro - 2002,1,Nordeste,Primavera
2003,Maranhao,Dezembro,Dezembro - 2003,1,Nordeste,Primavera
2004,Maranhao,Dezembro,Dezembro - 2004,1,Nordeste,Primavera
2005,Maranhao,Dezembro,Dezembro - 2005,1,Nordeste,Primavera
2006,Maranhao,Dezembro,Dezembro - 2006,1,Nordeste,Primavera
2007,Maranhao,Dezembro,Dezembro - 2007,1,Nordeste,Primavera
2008,Maranhao,Dezembro,Dezembro - 2008,1,Nordeste,Primavera
2009,Maranhao,Dezembro,Dezembro - 2009,1,Nordeste,Primavera
2010,Maranhao,Dezembro,Dezembro - 2010,1,Nordeste,Primavera
2011,Maranhao,Dezembro,Dezembro - 2011,1,Nordeste,Primavera
2012,Maranhao,Dezembro,Dezembro - 2012,1,Nordeste,Primavera
2013,Maranhao,Dezembro,Dezembro - 2013,1,Nordeste,Primavera
2014,Maranhao,Dezembro,Dezembro - 2014,1,Nordeste,Primavera
2015,Maranhao,Dezembro,Dezembro - 2015,1,Nordeste,Primavera
2016,Maranhao,Dezembro,Dezembro - 2016,1,Nordeste,Primavera
1998,Mato Grosso,Janeiro,Janeiro - 1998,0,Centro-Oeste,Verao
1999,Mato Grosso,Janeiro,Janeiro - 1999,1,Centro-Oeste,Verao
2000,Mato Grosso,Janeiro,Janeiro - 2000,1,Centro-Oeste,Verao
2001,Mato Grosso,Janeiro,Janeiro - 2001,1,Centro-Oeste,Verao
2002,Mato Grosso,Janeiro,Janeiro - 2002,1,Centro-Oeste,Verao
2003,Mato Grosso,Janeiro,Janeiro - 2003,1,Centro-Oeste,Verao
2004,Mato Grosso,Janeiro,Janeiro - 2004,1,Centro-Oeste,Verao
2005,Mato Grosso,Janeiro,Janeiro - 2005,1,Centro-Oeste,Verao
2006,Mato Grosso,Janeiro,Janeiro - 2006,1,Centro-Oeste,Verao
2007,Mato Grosso,Janeiro,Janeiro - 2007,1,Centro-Oeste,Verao
2008,Mato Grosso,Janeiro,Janeiro - 2008,1,Centro-Oeste,Verao
2009,Mato Grosso,Janeiro,Janeiro - 2009,1,Centro-Oeste,Verao
2010,Mato Grosso,Janeiro,Janeiro - 2010,1,Centro-Oeste,Verao
2011,Mato Grosso,Janeiro,Janeiro - 2011,1,Centro-Oeste,Verao
2012,Mato Grosso,Janeiro,Janeiro - 2012,1,Centro-Oeste,Verao
2013,Mato Grosso,Janeiro,Janeiro - 2013,1,Centro-Oeste,Verao
2014,Mato Grosso,Janeiro,Janeiro - 2014,1,Centro-Oeste,Verao
2015,Mato Grosso,Janeiro,Janeiro - 2015,1,Centro-Oeste,Verao
2016,Mato Grosso,Janeiro,Janeiro - 2016,1,Centro-Oeste,Verao
2017,Mato Grosso,Janeiro,Janeiro - 2017,1,Centro-Oeste,Verao
1998,Mato Grosso,Fevereiro,Fevereiro - 1998,0,Centro-Oeste,Verao
1999,Mato Grosso,Fevereiro,Fevereiro - 1999,1,Centro-Oeste,Verao
2000,Mato Grosso,Fevereiro,Fevereiro - 2000,1,Centro-Oeste,Verao
2001,Mato Grosso,Fevereiro,Fevereiro - 2001,1,Centro-Oeste,Verao
2002,Mato Grosso,Fevereiro,Fevereiro - 2002,1,Centro-Oeste,Verao
2003,Mato Grosso,Fevereiro,Fevereiro - 2003,1,Centro-Oeste,Verao
2004,Mato Grosso,Fevereiro,Fevereiro - 2004,1,Centro-Oeste,Verao
2005,Mato Grosso,Fevereiro,Fevereiro - 2005,1,Centro-Oeste,Verao
2006,Mato Grosso,Fevereiro,Fevereiro - 2006,1,Centro-Oeste,Verao
2007,Mato Grosso,Fevereiro,Fevereiro - 2007,1,Centro-Oeste,Verao
2008,Mato Grosso,Fevereiro,Fevereiro - 2008,1,Centro-Oeste,Verao
2009,Mato Grosso,Fevereiro,Fevereiro - 2009,1,Centro-Oeste,Verao
2010,Mato Grosso,Fevereiro,Fevereiro - 2010,1,Centro-Oeste,Verao
2011,Mato Grosso,Fevereiro,Fevereiro - 2011,1,Centro-Oeste,Verao
2012,Mato Grosso,Fevereiro,Fevereiro - 2012,1,Centro-Oeste,Verao
2013,Mato Grosso,Fevereiro,Fevereiro - 2013,1,Centro-Oeste,Verao
2014,Mato Grosso,Fevereiro,Fevereiro - 2014,1,Centro-Oeste,Verao
2015,Mato Grosso,Fevereiro,Fevereiro - 2015,1,Centro-Oeste,Verao
2016,Mato Grosso,Fevereiro,Fevereiro - 2016,1,Centro-Oeste,Verao
2017,Mato Grosso,Fevereiro,Fevereiro - 2017,1,Centro-Oeste,Verao
1998,Mato Grosso,MarÁo,MarÁo - 1998,0,Centro-Oeste,Outono
1999,Mato Grosso,MarÁo,MarÁo - 1999,1,Centro-Oeste,Outono
2000,Mato Grosso,MarÁo,MarÁo - 2000,1,Centro-Oeste,Outono
2001,Mato Grosso,MarÁo,MarÁo - 2001,1,Centro-Oeste,Outono
2002,Mato Grosso,MarÁo,MarÁo - 2002,1,Centro-Oeste,Outono
2003,Mato Grosso,MarÁo,MarÁo - 2003,1,Centro-Oeste,Outono
2004,Mato Grosso,MarÁo,MarÁo - 2004,1,Centro-Oeste,Outono
2005,Mato Grosso,MarÁo,MarÁo - 2005,1,Centro-Oeste,Outono
2006,Mato Grosso,MarÁo,MarÁo - 2006,1,Centro-Oeste,Outono
2007,Mato Grosso,MarÁo,MarÁo - 2007,1,Centro-Oeste,Outono
2008,Mato Grosso,MarÁo,MarÁo - 2008,1,Centro-Oeste,Outono
2009,Mato Grosso,MarÁo,MarÁo - 2009,1,Centro-Oeste,Outono
2010,Mato Grosso,MarÁo,MarÁo - 2010,1,Centro-Oeste,Outono
2011,Mato Grosso,MarÁo,MarÁo - 2011,1,Centro-Oeste,Outono
2012,Mato Grosso,MarÁo,MarÁo - 2012,1,Centro-Oeste,Outono
2013,Mato Grosso,MarÁo,MarÁo - 2013,1,Centro-Oeste,Outono
2014,Mato Grosso,MarÁo,MarÁo - 2014,1,Centro-Oeste,Outono
2015,Mato Grosso,MarÁo,MarÁo - 2015,1,Centro-Oeste,Outono
2016,Mato Grosso,MarÁo,MarÁo - 2016,1,Centro-Oeste,Outono
2017,Mato Grosso,MarÁo,MarÁo - 2017,1,Centro-Oeste,Outono
1998,Mato Grosso,Abril,Abril - 1998,0,Centro-Oeste,Outono
1999,Mato Grosso,Abril,Abril - 1999,1,Centro-Oeste,Outono
2000,Mato Grosso,Abril,Abril - 2000,1,Centro-Oeste,Outono
2001,Mato Grosso,Abril,Abril - 2001,1,Centro-Oeste,Outono
2002,Mato Grosso,Abril,Abril - 2002,1,Centro-Oeste,Outono
2003,Mato Grosso,Abril,Abril - 2003,1,Centro-Oeste,Outono
2004,Mato Grosso,Abril,Abril - 2004,1,Centro-Oeste,Outono
2005,Mato Grosso,Abril,Abril - 2005,1,Centro-Oeste,Outono
2006,Mato Grosso,Abril,Abril - 2006,1,Centro-Oeste,Outono
2007,Mato Grosso,Abril,Abril - 2007,1,Centro-Oeste,Outono
2008,Mato Grosso,Abril,Abril - 2008,1,Centro-Oeste,Outono
2009,Mato Grosso,Abril,Abril - 2009,1,Centro-Oeste,Outono
2010,Mato Grosso,Abril,Abril - 2010,1,Centro-Oeste,Outono
2011,Mato Grosso,Abril,Abril - 2011,1,Centro-Oeste,Outono
2012,Mato Grosso,Abril,Abril - 2012,1,Centro-Oeste,Outono
2013,Mato Grosso,Abril,Abril - 2013,1,Centro-Oeste,Outono
2014,Mato Grosso,Abril,Abril - 2014,1,Centro-Oeste,Outono
2015,Mato Grosso,Abril,Abril - 2015,1,Centro-Oeste,Outono
2016,Mato Grosso,Abril,Abril - 2016,1,Centro-Oeste,Outono
2017,Mato Grosso,Abril,Abril - 2017,1,Centro-Oeste,Outono
1998,Mato Grosso,Maio,Maio - 1998,0,Centro-Oeste,Outono
1999,Mato Grosso,Maio,Maio - 1999,1,Centro-Oeste,Outono
2000,Mato Grosso,Maio,Maio - 2000,1,Centro-Oeste,Outono
2001,Mato Grosso,Maio,Maio - 2001,1,Centro-Oeste,Outono
2002,Mato Grosso,Maio,Maio - 2002,1,Centro-Oeste,Outono
2003,Mato Grosso,Maio,Maio - 2003,1,Centro-Oeste,Outono
2004,Mato Grosso,Maio,Maio - 2004,1,Centro-Oeste,Outono
2005,Mato Grosso,Maio,Maio - 2005,1,Centro-Oeste,Outono
2006,Mato Grosso,Maio,Maio - 2006,1,Centro-Oeste,Outono
2007,Mato Grosso,Maio,Maio - 2007,1,Centro-Oeste,Outono
2008,Mato Grosso,Maio,Maio - 2008,1,Centro-Oeste,Outono
2009,Mato Grosso,Maio,Maio - 2009,1,Centro-Oeste,Outono
2010,Mato Grosso,Maio,Maio - 2010,1,Centro-Oeste,Outono
2011,Mato Grosso,Maio,Maio - 2011,1,Centro-Oeste,Outono
2012,Mato Grosso,Maio,Maio - 2012,1,Centro-Oeste,Outono
2013,Mato Grosso,Maio,Maio - 2013,1,Centro-Oeste,Outono
2014,Mato Grosso,Maio,Maio - 2014,1,Centro-Oeste,Outono
2015,Mato Grosso,Maio,Maio - 2015,1,Centro-Oeste,Outono
2016,Mato Grosso,Maio,Maio - 2016,1,Centro-Oeste,Outono
2017,Mato Grosso,Maio,Maio - 2017,1,Centro-Oeste,Outono
1998,Mato Grosso,Junho,Junho - 1998,1,Centro-Oeste,Outono
1999,Mato Grosso,Junho,Junho - 1999,1,Centro-Oeste,Outono
2000,Mato Grosso,Junho,Junho - 2000,1,Centro-Oeste,Outono
2001,Mato Grosso,Junho,Junho - 2001,1,Centro-Oeste,Outono
2002,Mato Grosso,Junho,Junho - 2002,1,Centro-Oeste,Outono
2003,Mato Grosso,Junho,Junho - 2003,1,Centro-Oeste,Outono
2004,Mato Grosso,Junho,Junho - 2004,1,Centro-Oeste,Outono
2005,Mato Grosso,Junho,Junho - 2005,1,Centro-Oeste,Outono
2006,Mato Grosso,Junho,Junho - 2006,1,Centro-Oeste,Outono
2007,Mato Grosso,Junho,Junho - 2007,1,Centro-Oeste,Outono
2008,Mato Grosso,Junho,Junho - 2008,1,Centro-Oeste,Outono
2009,Mato Grosso,Junho,Junho - 2009,1,Centro-Oeste,Outono
2010,Mato Grosso,Junho,Junho - 2010,1,Centro-Oeste,Outono
2011,Mato Grosso,Junho,Junho - 2011,1,Centro-Oeste,Outono
2012,Mato Grosso,Junho,Junho - 2012,1,Centro-Oeste,Outono
2013,Mato Grosso,Junho,Junho - 2013,1,Centro-Oeste,Outono
2014,Mato Grosso,Junho,Junho - 2014,1,Centro-Oeste,Outono
2015,Mato Grosso,Junho,Junho - 2015,1,Centro-Oeste,Outono
2016,Mato Grosso,Junho,Junho - 2016,1,Centro-Oeste,Outono
2017,Mato Grosso,Junho,Junho - 2017,1,Centro-Oeste,Outono
1998,Mato Grosso,Julho,Julho - 1998,1,Centro-Oeste,Inverno
1999,Mato Grosso,Julho,Julho - 1999,1,Centro-Oeste,Inverno
2000,Mato Grosso,Julho,Julho - 2000,1,Centro-Oeste,Inverno
2001,Mato Grosso,Julho,Julho - 2001,1,Centro-Oeste,Inverno
2002,Mato Grosso,Julho,Julho - 2002,1,Centro-Oeste,Inverno
2003,Mato Grosso,Julho,Julho - 2003,1,Centro-Oeste,Inverno
2004,Mato Grosso,Julho,Julho - 2004,1,Centro-Oeste,Inverno
2005,Mato Grosso,Julho,Julho - 2005,1,Centro-Oeste,Inverno
2006,Mato Grosso,Julho,Julho - 2006,1,Centro-Oeste,Inverno
2007,Mato Grosso,Julho,Julho - 2007,1,Centro-Oeste,Inverno
2008,Mato Grosso,Julho,Julho - 2008,1,Centro-Oeste,Inverno
2009,Mato Grosso,Julho,Julho - 2009,1,Centro-Oeste,Inverno
2010,Mato Grosso,Julho,Julho - 2010,1,Centro-Oeste,Inverno
2011,Mato Grosso,Julho,Julho - 2011,1,Centro-Oeste,Inverno
2012,Mato Grosso,Julho,Julho - 2012,1,Centro-Oeste,Inverno
2013,Mato Grosso,Julho,Julho - 2013,1,Centro-Oeste,Inverno
2014,Mato Grosso,Julho,Julho - 2014,1,Centro-Oeste,Inverno
2015,Mato Grosso,Julho,Julho - 2015,1,Centro-Oeste,Inverno
2016,Mato Grosso,Julho,Julho - 2016,1,Centro-Oeste,Inverno
2017,Mato Grosso,Julho,Julho - 2017,1,Centro-Oeste,Inverno
1998,Mato Grosso,Agosto,Agosto - 1998,1,Centro-Oeste,Inverno
1999,Mato Grosso,Agosto,Agosto - 1999,1,Centro-Oeste,Inverno
2000,Mato Grosso,Agosto,Agosto - 2000,1,Centro-Oeste,Inverno
2001,Mato Grosso,Agosto,Agosto - 2001,1,Centro-Oeste,Inverno
2002,Mato Grosso,Agosto,Agosto - 2002,1,Centro-Oeste,Inverno
2003,Mato Grosso,Agosto,Agosto - 2003,1,Centro-Oeste,Inverno
2004,Mato Grosso,Agosto,Agosto - 2004,1,Centro-Oeste,Inverno
2005,Mato Grosso,Agosto,Agosto - 2005,1,Centro-Oeste,Inverno
2006,Mato Grosso,Agosto,Agosto - 2006,1,Centro-Oeste,Inverno
2007,Mato Grosso,Agosto,Agosto - 2007,1,Centro-Oeste,Inverno
2008,Mato Grosso,Agosto,Agosto - 2008,1,Centro-Oeste,Inverno
2009,Mato Grosso,Agosto,Agosto - 2009,1,Centro-Oeste,Inverno
2010,Mato Grosso,Agosto,Agosto - 2010,1,Centro-Oeste,Inverno
2011,Mato Grosso,Agosto,Agosto - 2011,1,Centro-Oeste,Inverno
2012,Mato Grosso,Agosto,Agosto - 2012,1,Centro-Oeste,Inverno
2013,Mato Grosso,Agosto,Agosto - 2013,1,Centro-Oeste,Inverno
2014,Mato Grosso,Agosto,Agosto - 2014,1,Centro-Oeste,Inverno
2015,Mato Grosso,Agosto,Agosto - 2015,1,Centro-Oeste,Inverno
2016,Mato Grosso,Agosto,Agosto - 2016,1,Centro-Oeste,Inverno
